"id"	"orig.id"	"file.speaker.id"	"text.id"	"subfile"	"spk.id"	"spk.ref"	"zone"	"title"	"date"	"sex"	"age"	"prov"	"reside"	"ed.lev"	"occupation"	"relig"	"1st.lg"	"other.lgs"	"speech.unit.count"	"word.count"
834	"393"	"<S1B-071$A>"	"S1B-071"	"1"	"302"	"A"	"northern ireland"	"tefl materials"	"1990-1994"	"female"	"50+"	"belfast"	"belfast"	"first degree"	"teacher"	"catholic"	"english"	"french"	151	835
835	"394"	"<S1B-071$B>"	"S1B-071"	"1"	"303"	"B"	"northern ireland"	"tefl materials"	"1990-1994"	"male"	"42-49"	NA	"down"	"postgraduate qualification"	"teacher"	NA	"english"	"irish gaelic"	156	1044
836	"395"	"<S1B-072$A>"	"S1B-072"	"1"	"304"	"A"	"northern ireland"	"doctor and patient"	"1990-1994"	"male"	NA	NA	NA	NA	"doctor"	NA	NA	NA	145	1028
837	"396"	"<S1B-072$B>"	"S1B-072"	"1"	"305"	"B"	"northern ireland"	"doctor and patient"	"1990-1994"	"male"	"26-33"	NA	NA	NA	"lecturer"	NA	NA	NA	119	952
838	"397"	"<S1B-073$A>"	"S1B-073"	"1"	"306"	"A"	"northern ireland"	"museum - bank"	"1990-1994"	"female"	NA	NA	NA	NA	"receptionist"	NA	NA	NA	70	726
839	"398"	"<S1B-073$B>"	"S1B-073"	"1"	"80"	"B"	"northern ireland"	"museum - bank"	"1990-1994"	"male"	"19-25"	NA	"belfast"	"some tertiary education"	"student"	NA	NA	NA	71	491
840	"399"	"<S1B-073$C>"	"S1B-073"	"2"	"307"	"C"	"northern ireland"	"museum - bank"	"1990-1994"	"female"	NA	NA	NA	NA	"bank clerk"	NA	NA	NA	52	481
841	"400"	"<S1B-073$D>"	"S1B-073"	"2"	"308"	"D"	"northern ireland"	"museum - bank"	"1990-1994"	"female"	NA	NA	NA	"some tertiary education"	"student"	NA	NA	NA	38	260
842	"401"	"<S1B-074$A>"	"S1B-074"	"1"	"309"	"A"	"northern ireland"	"residents' assoc"	"2002-2005"	"male"	"42-49"	"belfast"	"belfast"	"secondary school qualification"	"bank manager"	"protestant"	"english"	NA	45	1333
843	"402"	"<S1B-074$B>"	"S1B-074"	"1"	"310"	"B"	"northern ireland"	"residents' assoc"	"2002-2005"	"male"	"42-49"	"belfast"	"belfast"	"doctoral degree"	"lecturer"	NA	"english"	NA	47	672
844	"403"	"<S1B-074$C>"	"S1B-074"	"1"	"311"	"C"	"northern ireland"	"residents' assoc"	"2002-2005"	"male"	NA	NA	"belfast"	NA	"na"	NA	NA	NA	16	171
845	"404"	"<S1B-074$D>"	"S1B-074"	"1"	"312"	"D"	"non-corpus speaker"	"residents' assoc"	"2002-2005"	"male"	"50+"	NA	"belfast"	"doctoral degree"	"lecturer"	"protestant"	"english"	NA	1	0
846	"405"	"<S1B-074$E>"	"S1B-074"	"1"	"313"	"E"	"northern ireland"	"residents' assoc"	"2002-2005"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	8	160
847	"406"	"<S1B-075$A>"	"S1B-075"	"1"	"314"	"A"	"northern ireland"	"wea interview"	"2002-2005"	"female"	NA	NA	NA	NA	"na"	NA	NA	NA	79	340
848	"407"	"<S1B-075$B>"	"S1B-075"	"1"	"315"	"B"	"northern ireland"	"wea interview"	"2002-2005"	"female"	NA	NA	"fermanagh"	NA	"community worker"	NA	NA	NA	110	1654
849	"1035"	"<S1B-076$A>"	"S1B-076"	"1"	"766"	"A"	"republic of ireland"	"internet café"	"2002-2005"	"female"	"34-41"	"dublin (city)"	"dublin (city)"	"first degree"	"marketing"	"catholic"	"english"	NA	114	1337
850	"1036"	"<S1B-076$B>"	"S1B-076"	"1"	"767"	"B"	"republic of ireland"	"internet café"	"2002-2005"	"female"	"34-41"	NA	NA	"postgraduate qualification"	"graphic designer"	"catholic"	"english"	NA	89	614
851	"1037"	"<S1B-077$A>"	"S1B-077"	"1"	"768"	"A"	"republic of ireland"	"flatfinders"	"1990-1994"	"female"	NA	NA	"cork (city)"	NA	"letting agent"	NA	NA	NA	211	1490
852	"1038"	"<S1B-077$B>"	"S1B-077"	"1"	"769"	"B"	"republic of ireland"	"flatfinders"	"1990-1994"	"male"	NA	NA	"cork (city)"	NA	"na"	NA	NA	NA	25	174
853	"1039"	"<S1B-077$C>"	"S1B-077"	"1"	"770"	"C"	"republic of ireland"	"flatfinders"	"1990-1994"	"female"	NA	NA	"cork (city)"	NA	"letting agent"	NA	NA	NA	38	244
854	"1040"	"<S1B-077$D>"	"S1B-077"	"1"	"771"	"D"	"republic of ireland"	"flatfinders"	"1990-1994"	"male"	NA	NA	"cork (city)"	NA	"na"	NA	NA	NA	15	45
855	"1041"	"<S1B-077$E>"	"S1B-077"	"1"	"772"	"E"	"republic of ireland"	"flatfinders"	"1990-1994"	"female"	NA	NA	"cork (city)"	NA	"na"	NA	NA	NA	44	370
856	NA	"<S1B-078$?>"	"S1B-078"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	15
857	NA	"<S1B-078$A?>"	"S1B-078"	"1"	NA	"A?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3
858	"1042"	"<S1B-078$A>"	"S1B-078"	"1"	"773"	"A"	"republic of ireland"	"staff meeting"	"2002-2005"	"female"	NA	NA	NA	NA	"speech & language therapist"	NA	NA	NA	44	220
859	NA	"<S1B-078$B?>"	"S1B-078"	"1"	NA	"B?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	28
860	"1043"	"<S1B-078$B>"	"S1B-078"	"1"	"774"	"B"	"republic of ireland"	"staff meeting"	"2002-2005"	"female"	NA	NA	NA	NA	"speech & language therapist"	NA	NA	NA	4	13
861	NA	"<S1B-078$C?>"	"S1B-078"	"1"	NA	"C?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	26
862	"1044"	"<S1B-078$C>"	"S1B-078"	"1"	"775"	"C"	"republic of ireland"	"staff meeting"	"2002-2005"	"female"	"19-25"	"dublin (city)"	"dublin (city)"	"first degree"	"speech & language therapist"	"protestant"	"english"	NA	32	520
863	"1045"	"<S1B-078$D>"	"S1B-078"	"1"	"776"	"D"	"republic of ireland"	"staff meeting"	"2002-2005"	"female"	NA	NA	NA	NA	"speech & language therapist"	NA	NA	NA	51	865
864	"1046"	"<S1B-078$E>"	"S1B-078"	"1"	"777"	"E"	"northern ireland"	"staff meeting"	"2002-2005"	"female"	"34-41"	NA	"dublin (city)"	"first degree"	"speech & language therapist"	"protestant"	"english"	NA	13	112
865	"1047"	"<S1B-078$F>"	"S1B-078"	"1"	"778"	"F"	"republic of ireland"	"staff meeting"	"2002-2005"	"female"	NA	NA	NA	NA	"speech & language therapist"	NA	NA	NA	12	264
866	NA	"<S1B-079$?>"	"S1B-079"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
867	"1048"	"<S1B-079$A>"	"S1B-079"	"1"	"773"	"A"	"republic of ireland"	"journal club"	"2002-2005"	"female"	NA	NA	NA	NA	"speech & language therapist"	NA	NA	NA	8	114
868	NA	"<S1B-079$B?>"	"S1B-079"	"1"	NA	"B?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	9
869	NA	"<S1B-079$C?>"	"S1B-079"	"1"	NA	"C?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4
870	"1050"	"<S1B-079$C>"	"S1B-079"	"1"	"780"	"C"	"republic of ireland"	"journal club"	"2002-2005"	"female"	NA	NA	NA	NA	"speech & language therapist"	NA	NA	NA	39	1336
871	"1052"	"<S1B-079$E>"	"S1B-079"	"1"	"779"	"E"	"non-corpus speaker"	"journal club"	"2002-2005"	"female"	"42-49"	NA	"kildare"	"postgraduate qualification"	"speech & language therapist"	"protestant"	"english"	NA	2	0
872	NA	"<S1B-080$?>"	"S1B-080"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
873	"1053"	"<S1B-080$A>"	"S1B-080"	"1"	"783"	"A"	"mixed between ni and roi"	"student meeting"	"2002-2005"	"male"	"26-33"	NA	NA	"some tertiary education"	"student"	"catholic"	NA	NA	96	1002
874	"1054"	"<S1B-080$B>"	"S1B-080"	"1"	"784"	"B"	"mixed between ni and roi"	"student meeting"	"2002-2005"	"female"	"19-25"	NA	"tipperary"	"some tertiary education"	"student"	"catholic"	"english"	NA	46	310
875	"1055"	"<S1B-080$C>"	"S1B-080"	"1"	"785"	"C"	"republic of ireland"	"student meeting"	"2002-2005"	"male"	"19-25"	"meath"	"meath"	"first degree"	"student"	"protestant"	"english"	NA	32	272
876	"1056"	"<S1B-080$D>"	"S1B-080"	"1"	"786"	"D"	"republic of ireland"	"student meeting"	"2002-2005"	"female"	"42-49"	"clare"	"dublin (city)"	"postgraduate qualification"	"nurse student"	"catholic"	"english"	NA	35	446
877	"1057"	"<S1B-080$E>"	"S1B-080"	"1"	"787"	"E"	"republic of ireland"	"student meeting"	"2002-2005"	"male"	"19-25"	"dublin (city)"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	NA	4	15
878	"1058"	"<S1B-080$F>"	"S1B-080"	"1"	"788"	"F"	"mixed between ni and roi"	"student meeting"	"2002-2005"	"female"	"19-25"	"down"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	"spanish"	1	0
879	"1059"	"<S1B-080$G>"	"S1B-080"	"1"	"789"	"G"	"northern ireland"	"student meeting"	"2002-2005"	"male"	"19-25"	"(london)derry"	"(london)derry"	"some tertiary education"	"student"	"catholic"	"english"	NA	3	50
880	NA	"<S1B-080$J>"	"S1B-080"	"1"	NA	"J"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	21
881	"1060"	"<S1B-080$P>"	"S1B-080"	"1"	"790"	"P"	"republic of ireland"	"student meeting"	"2002-2005"	"female"	"34-41"	NA	"dublin (city)"	"postgraduate qualification"	"physiotherapist student"	"catholic"	"english"	NA	5	30
882	"408"	"<S2A-001$A>"	"S2A-001"	"1"	"316"	"A"	"northern ireland"	"ulster football"	"2002-2005"	"male"	NA	"armagh"	NA	NA	"sports commentator"	NA	NA	NA	122	1443
883	"409"	"<S2A-001$B>"	"S2A-001"	"1"	"317"	"B"	"northern ireland"	"ulster football"	"2002-2005"	"male"	"50+"	"fermanagh"	NA	NA	"sports commentator"	NA	NA	NA	39	608
884	"410"	"<S2A-002$A>"	"S2A-002"	"1"	"318"	"A"	"northern ireland"	"football matches"	"1995-2001"	"male"	"34-41"	"down"	NA	NA	"sports commentator"	"catholic"	"english"	NA	82	1144
885	"411"	"<S2A-002$B>"	"S2A-002"	"2"	"319"	"B"	"northern ireland"	"football matches"	"1995-2001"	"male"	NA	NA	NA	NA	"sports commentator"	NA	NA	NA	83	696
886	"412"	"<S2A-003$A>"	"S2A-003"	"1"	"320"	"A"	"northern ireland"	"boxing - rugby"	"1990-1994"	"male"	NA	NA	NA	NA	"sports commentator"	NA	NA	NA	24	199
887	"413"	"<S2A-003$B>"	"S2A-003"	"1"	"321"	"B"	"northern ireland"	"boxing - rugby"	"1990-1994"	"male"	"26-33"	"antrim"	"antrim"	"secondary school qualification"	"hotelier sports commentator"	"catholic"	"english"	NA	6	78
888	"414"	"<S2A-003$C>"	"S2A-003"	"1"	"322"	"C"	"northern ireland"	"boxing - rugby"	"1990-1994"	"male"	NA	"belfast"	NA	NA	"sports commentator"	NA	NA	NA	60	709
889	"415"	"<S2A-003$D>"	"S2A-003"	"1"	"323"	"D"	"northern ireland"	"boxing - rugby"	"1990-1994"	"male"	"42-49"	NA	"tyrone"	"postgraduate qualification"	"sports commentator"	NA	"english"	"irish gaelic"	35	432
890	"412"	"<S2A-003$A>"	"S2A-003"	"2"	"320"	"A"	"northern ireland"	"boxing - rugby"	"1990-1994"	"male"	NA	NA	NA	NA	"sports commentator"	NA	NA	NA	39	406
891	"416"	"<S2A-003$E>"	"S2A-003"	"2"	"324"	"E"	"northern ireland"	"boxing - rugby"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	20	257
892	"417"	"<S2A-004$A>"	"S2A-004"	"1"	"325"	"A"	"northern ireland"	"heineken cup"	"2002-2005"	"male"	"42-49"	"belfast"	"belfast"	NA	"sports commentator teacher"	NA	NA	NA	127	1457
893	"418"	"<S2A-004$B>"	"S2A-004"	"1"	"326"	"B"	"northern ireland"	"heineken cup"	"2002-2005"	"male"	"34-41"	"antrim"	"belfast"	"postgraduate qualification"	"company director sports com"	"protestant"	"english"	"french"	26	550
894	"419"	"<S2A-005$A>"	"S2A-005"	"1"	"327"	"A"	"northern ireland"	"boxing las vegas"	"1990-1994"	"male"	NA	NA	NA	NA	"sports commentator"	NA	NA	NA	156	1983
895	"420"	"<S2A-005$B>"	"S2A-005"	"1"	"328"	"B"	"non-corpus speaker"	"boxing las vegas"	"1990-1994"	"male"	NA	"england"	NA	NA	"sports commentator"	NA	NA	NA	45	0
896	"421"	"<S2A-005$C>"	"S2A-005"	"1"	"329"	"C"	"non-corpus speaker"	"boxing las vegas"	"1990-1994"	"male"	NA	NA	NA	NA	"sports commentator"	NA	NA	NA	9	0
897	"422"	"<S2A-005$D>"	"S2A-005"	"1"	"330"	"D"	"non-corpus speaker"	"boxing las vegas"	"1990-1994"	"male"	NA	NA	NA	NA	"sports commentator"	NA	NA	NA	5	0
898	"423"	"<S2A-006$A>"	"S2A-006"	"1"	"316"	"A"	"northern ireland"	"mcrory cup"	"2002-2005"	"male"	NA	"armagh"	NA	NA	"sports commentator"	NA	NA	NA	106	1385
899	"424"	"<S2A-006$B>"	"S2A-006"	"1"	"317"	"B"	"northern ireland"	"mcrory cup"	"2002-2005"	"male"	"50+"	"fermanagh"	NA	NA	"sports commentator"	NA	NA	NA	45	842
900	"425"	"<S2A-007$A>"	"S2A-007"	"1"	"325"	"A"	"northern ireland"	"schools rugby"	"1990-1994"	"male"	"42-49"	"belfast"	"belfast"	NA	"sports commentator teacher"	NA	NA	NA	173	2194
901	"426"	"<S2A-008$A>"	"S2A-008"	"1"	"331"	"A"	"northern ireland"	"ni v latvia"	"1990-1994"	"male"	NA	"antrim"	"belfast"	NA	"sports commentator"	NA	NA	NA	337	2038
902	"427"	"<S2A-009$A>"	"S2A-009"	"1"	"332"	"A"	"northern ireland"	"queen's visit"	"1995-2001"	"male"	"42-49"	"belfast"	"belfast"	"secondary school qualification"	"television journalist"	"catholic"	"english"	"french & irish gaelic"	39	935
903	"428"	"<S2A-009$B>"	"S2A-009"	"1"	"333"	"B"	"northern ireland"	"queen's visit"	"1995-2001"	"male"	"42-49"	NA	"belfast"	"secondary school qualification"	"broadcaster journalist"	"catholic"	"english"	NA	43	1163
904	"429"	"<S2A-010$A>"	"S2A-010"	"1"	"334"	"A"	"northern ireland"	"clinton - daly"	"1995-2001"	"male"	NA	NA	NA	NA	"television presenter"	NA	NA	NA	14	260
905	"430"	"<S2A-010$B>"	"S2A-010"	"1"	"332"	"B"	"northern ireland"	"clinton - daly"	"1995-2001"	"male"	"42-49"	"belfast"	"belfast"	"secondary school qualification"	"television journalist"	"catholic"	"english"	"french & irish gaelic"	16	427
906	"431"	"<S2A-010$C>"	"S2A-010"	"1"	"335"	"C"	"northern ireland"	"clinton - daly"	"1995-2001"	"male"	"34-41"	"belfast"	"antrim"	"postgraduate qualification"	"journalist"	"protestant"	"english"	NA	42	625
907	"432"	"<S2A-010$D>"	"S2A-010"	"1"	"336"	"D"	"northern ireland"	"clinton - daly"	"1995-2001"	"female"	"34-41"	"belfast"	"belfast"	"some tertiary education"	"television presenter"	"protestant"	"english"	"spanish"	20	240
908	"433"	"<S2A-010$E>"	"S2A-010"	"2"	"332"	"E"	"northern ireland"	"clinton - daly"	"1995-2001"	"male"	"42-49"	"belfast"	"belfast"	"secondary school qualification"	"television journalist"	"catholic"	"english"	"french & irish gaelic"	32	632
909	"434"	"<S2A-010$F>"	"S2A-010"	"2"	"337"	"F"	"northern ireland"	"clinton - daly"	"1995-2001"	"male"	"34-41"	"belfast"	"belfast"	NA	"catholic priest"	"catholic"	NA	NA	11	200
910	"1062"	"<S2A-011$B>"	"S2A-011"	"1"	"792"	"B"	"republic of ireland"	"all-ireland match"	"1990-1994"	"male"	NA	NA	NA	NA	"sports commentator"	NA	NA	NA	202	1694
911	NA	"<S2A-011$C>"	"S2A-011"	"1"	NA	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	144
912	"1063"	"<S2A-012$A>"	"S2A-012"	"1"	"793"	"A"	"republic of ireland"	"boxing matches"	"1990-1994"	"male"	"50+"	NA	NA	NA	"sports commentator"	NA	NA	NA	74	787
913	"1063"	"<S2A-012$A>"	"S2A-012"	"2"	"793"	"A"	"republic of ireland"	"boxing matches"	"1990-1994"	"male"	"50+"	NA	NA	NA	"sports commentator"	NA	NA	NA	110	1287
914	"1064"	"<S2A-013$A>"	"S2A-013"	"1"	"794"	"A"	"republic of ireland"	"hurling 1"	"1990-1994"	"male"	NA	NA	NA	NA	"sports commentator"	NA	NA	NA	146	1456
915	"1065"	"<S2A-013$B>"	"S2A-013"	"1"	"795"	"B"	"republic of ireland"	"hurling 1"	"1990-1994"	"male"	NA	NA	NA	NA	"sports commentator"	NA	NA	NA	31	489
916	"1066"	"<S2A-014$A>"	"S2A-014"	"1"	"796"	"A"	"republic of ireland"	"rugby match"	"1990-1994"	"male"	"50+"	"dublin (city)"	"dublin (city)"	"secondary school qualification"	"sports commentator"	"catholic"	"english"	"irish gaelic"	87	1329
917	"1067"	"<S2A-014$B>"	"S2A-014"	"1"	"797"	"B"	"republic of ireland"	"rugby match"	"1990-1994"	"male"	"34-41"	NA	NA	NA	"sports commentator"	NA	NA	NA	16	404
918	"1068"	"<S2A-015$A>"	"S2A-015"	"1"	"798"	"A"	"mixed between ni and roi"	"remembrance day"	"2002-2005"	"male"	"34-41"	NA	NA	"secondary school qualification"	"broadcaster journalist writer"	NA	NA	NA	91	2172
919	"1069"	"<S2A-016$A>"	"S2A-016"	"1"	"799"	"A"	"republic of ireland"	"clinton departure"	"1995-2001"	"female"	"34-41"	NA	"dublin (city)"	"postgraduate qualification"	"broadcast journalist"	"catholic"	"english"	NA	105	2482
920	"1070"	"<S2A-016$B>"	"S2A-016"	"1"	"800"	"B"	"republic of ireland"	"clinton departure"	"1995-2001"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	5	67
921	"1071"	"<S2A-017$A>"	"S2A-017"	"1"	"801"	"A"	"republic of ireland"	"clinton arrival"	"1990-1994"	"female"	"34-41"	"dublin (city)"	"dublin (city)"	"first degree"	"broadcaster"	NA	NA	NA	67	1343
922	"1073"	"<S2A-018$A>"	"S2A-018"	"1"	"802"	"A"	"republic of ireland"	"hurling 2"	"1990-1994"	"male"	NA	NA	NA	NA	"sports commentator"	NA	NA	NA	194	1806
923	"1074"	"<S2A-018$B>"	"S2A-018"	"1"	"803"	"B"	"republic of ireland"	"hurling 2"	"1990-1994"	"male"	NA	NA	NA	NA	"sports commentator"	NA	NA	NA	19	455
924	"1075"	"<S2A-019$A>"	"S2A-019"	"1"	"804"	"A"	"republic of ireland"	"horse racing"	"1995-2001"	"male"	NA	NA	NA	NA	"racing commentator"	NA	NA	NA	36	584
925	"1076"	"<S2A-019$B>"	"S2A-019"	"1"	"805"	"B"	"non-corpus speaker"	"horse racing"	"1995-2001"	"female"	NA	"england"	NA	NA	"racing commentator"	NA	NA	NA	1	0
926	"1077"	"<S2A-019$C>"	"S2A-019"	"1"	"806"	"C"	"non-corpus speaker"	"horse racing"	"1995-2001"	"male"	NA	"england"	NA	NA	"racing commentator"	NA	NA	NA	17	71
927	"1078"	"<S2A-019$D>"	"S2A-019"	"1"	"807"	"D"	"republic of ireland"	"horse racing"	"1995-2001"	"male"	NA	NA	NA	NA	"racing commentator"	NA	NA	NA	55	672
928	"1078"	"<S2A-019$D>"	"S2A-019"	"2"	"807"	"D"	"republic of ireland"	"horse racing"	"1995-2001"	"male"	NA	NA	NA	NA	"racing commentator"	NA	NA	NA	22	214
929	"1078"	"<S2A-019$D>"	"S2A-019"	"3"	"807"	"D"	"republic of ireland"	"horse racing"	"1995-2001"	"male"	NA	NA	NA	NA	"racing commentator"	NA	NA	NA	31	433
930	"1079"	"<S2A-020$A>"	"S2A-020"	"1"	"808"	"A"	"republic of ireland"	"world cup return"	"1990-1994"	"male"	NA	NA	NA	NA	"broadcaster"	NA	NA	NA	59	1275
931	"435"	"<S2A-021$A>"	"S2A-021"	"1"	"338"	"A"	"northern ireland"	"on the edge 1"	"1990-1994"	"female"	NA	NA	NA	NA	"na"	NA	NA	NA	131	2100
932	"436"	"<S2A-022$A>"	"S2A-022"	"1"	"339"	"A"	"northern ireland"	"on the edge 2"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	121	1639
933	"437"	"<S2A-023$A>"	"S2A-023"	"1"	"340"	"A"	"northern ireland"	"fellowship meeting"	"1990-1994"	"male"	"50+"	"antrim"	"belfast"	"postgraduate qualification"	"college president"	"protestant"	"english"	NA	111	2367
934	"438"	"<S2A-024$A>"	"S2A-024"	"1"	"175"	"A"	"northern ireland"	"enneagram talk"	"1990-1994"	"female"	"50+"	NA	"belfast"	"first degree"	"bank official lecturer"	"catholic"	"english"	NA	70	2105
935	"439"	"<S2A-025$A>"	"S2A-025"	"1"	"341"	"A"	"northern ireland"	"minister of state"	"1990-1994"	"male"	"50+"	"belfast"	"england"	"doctoral degree"	"mp"	"protestant"	"english"	"french"	69	1524
936	"440"	"<S2A-026$A>"	"S2A-026"	"1"	"179"	"A"	"northern ireland"	"education lecture"	"2002-2005"	"male"	"50+"	"tyrone"	"belfast"	"doctoral degree"	"lecturer"	"catholic"	"english"	NA	75	1964
937	NA	"<S2A-027$?>"	"S2A-027"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2
938	"441"	"<S2A-027$A>"	"S2A-027"	"1"	"342"	"A"	"northern ireland"	"business law"	"1990-1994"	"female"	"34-41"	"armagh"	"down"	"first degree"	"marketing consultant"	"protestant"	NA	NA	137	2211
939	"442"	"<S2A-027$B>"	"S2A-027"	"1"	"343"	"B"	"northern ireland"	"business law"	"1990-1994"	"male"	"26-33"	NA	NA	"first degree"	"accountant"	NA	NA	NA	5	28
940	"443"	"<S2A-028$A>"	"S2A-028"	"1"	"344"	"A"	"northern ireland"	"investment finance"	"1990-1994"	"female"	"34-41"	"belfast"	"belfast"	"first degree"	"financial advisor"	NA	"english"	NA	141	1981
941	"444"	"<S2A-028$X>"	"S2A-028"	"1"	"345"	"X"	"northern ireland"	"investment finance"	"1990-1994"	NA	NA	NA	NA	"some tertiary education"	"student"	NA	NA	NA	8	59
942	"445"	"<S2A-029$A>"	"S2A-029"	"1"	"346"	"A"	"northern ireland"	"biochemistry talk"	"1990-1994"	"female"	NA	NA	NA	"some tertiary education"	"student"	NA	NA	NA	40	721
943	"446"	"<S2A-029$B>"	"S2A-029"	"2"	"347"	"B"	"northern ireland"	"biochemistry talk"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	59	1201
944	"447"	"<S2A-030$A>"	"S2A-030"	"1"	"348"	"A"	"northern ireland"	"placement students"	"1990-1994"	"male"	NA	NA	NA	NA	"chief auditor of ehsesb"	NA	NA	NA	100	1949
945	"448"	"<S2A-031$A>"	"S2A-031"	"1"	"349"	"A"	"northern ireland"	"food - simon talks"	"1990-1994"	"female"	NA	NA	NA	NA	"na"	NA	NA	NA	34	753
946	"449"	"<S2A-031$B>"	"S2A-031"	"2"	"350"	"B"	"northern ireland"	"food - simon talks"	"1990-1994"	"male"	"34-41"	"belfast"	"down"	"doctoral degree"	"management consultant"	"protestant"	"english"	NA	56	1365
947	"450"	"<S2A-032$A>"	"S2A-032"	"1"	"344"	"A"	"northern ireland"	"investment ni"	"1990-1994"	"female"	"34-41"	"belfast"	"belfast"	"first degree"	"financial advisor"	NA	"english"	NA	154	2168
948	"451"	"<S2A-033$A>"	"S2A-033"	"1"	"351"	"A"	"northern ireland"	"mental health"	"1990-1994"	"male"	"42-49"	"tyrone"	"belfast"	"postgraduate qualification"	"chief executive"	"catholic"	"english"	"french & irish gaelic"	48	1615
949	"452"	"<S2A-033$B>"	"S2A-033"	"1"	"352"	"B"	"northern ireland"	"mental health"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	5	21
950	"453"	"<S2A-034$A>"	"S2A-034"	"1"	"353"	"A"	"northern ireland"	"physical disability"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	62	1978
951	"454"	"<S2A-034$B>"	"S2A-034"	"1"	"354"	"B"	"northern ireland"	"physical disability"	"1990-1994"	"female"	NA	NA	NA	NA	"na"	NA	NA	NA	4	21
952	"455"	"<S2A-035$A>"	"S2A-035"	"1"	"141"	"A"	"northern ireland"	"language lecture"	"2002-2005"	"female"	"50+"	"(london)derry"	"belfast"	"doctoral degree"	"lecturer"	"protestant"	"english"	NA	71	2244
953	"1080"	"<S2A-036$A>"	"S2A-036"	"1"	"809"	"A"	"republic of ireland"	"maths lecture 1"	"1990-1994"	"male"	NA	NA	NA	NA	"lecturer"	NA	NA	NA	140	2281
954	NA	"<S2A-036$B>"	"S2A-036"	"1"	NA	"B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2
955	NA	"<S2A-036$C>"	"S2A-036"	"1"	NA	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	8
956	"1081"	"<S2A-037$A>"	"S2A-037"	"1"	"809"	"A"	"republic of ireland"	"maths lecture 2"	"1990-1994"	"male"	NA	NA	NA	NA	"lecturer"	NA	NA	NA	143	2565
957	"1082"	"<S2A-038$A>"	"S2A-038"	"1"	"810"	"A"	"republic of ireland"	"geography lecture"	"1990-1994"	"female"	NA	NA	NA	NA	"lecturer"	NA	NA	NA	118	2073
958	"1083"	"<S2A-039$A>"	"S2A-039"	"1"	"811"	"A"	"republic of ireland"	"irish music"	"1990-1994"	"male"	"42-49"	NA	"cork (county)"	"first degree"	"lecturer musician"	"catholic"	"english & irish gaelic"	NA	85	2158
959	"1084"	"<S2A-040$A>"	"S2A-040"	"1"	"593"	"A"	"republic of ireland"	"business lecture"	"1990-1994"	"male"	"26-33"	NA	"cork (city)"	"postgraduate qualification"	"lecturer"	"catholic"	"english"	NA	98	1947
960	"1085"	"<S2A-040$B>"	"S2A-040"	"1"	"812"	"B"	"republic of ireland"	"business lecture"	"1990-1994"	NA	NA	NA	NA	"some tertiary education"	"student"	NA	NA	NA	1	2
961	"1086"	"<S2A-041$A>"	"S2A-041"	"1"	"813"	"A"	"republic of ireland"	"latin lecture"	"1990-1994"	"male"	NA	NA	NA	"postgraduate qualification"	"lecturer"	NA	NA	NA	60	1125
962	NA	"<S2A-041$B>"	"S2A-041"	"1"	NA	"B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0
963	"1087"	"<S2A-042$A>"	"S2A-042"	"1"	"814"	"A"	"republic of ireland"	"computer class"	"1990-1994"	"female"	NA	NA	NA	"first degree"	"lecturer"	NA	NA	NA	198	2032
964	"1088"	"<S2A-042$B>"	"S2A-042"	"1"	"815"	"B"	"republic of ireland"	"computer class"	"1990-1994"	"female"	NA	NA	NA	"some tertiary education"	"student"	NA	NA	NA	4	3
965	"1090"	"<S2A-042$D>"	"S2A-042"	"1"	"817"	"D"	"republic of ireland"	"computer class"	"1990-1994"	"female"	NA	NA	NA	"some tertiary education"	"student"	NA	NA	NA	2	3
